"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000125810",316.190000172169,3.13607859459117,0.324452081995272,9.66576813224725,4.21446276518768e-22,2.75509967117231e-18
"ENSG00000281186",14.5306201142361,3.1356260547658,0.764836227816735,4.09973526452402,4.13623009375788e-05,0.00107620179822562
"ENSG00000111341",170.791674882279,3.13252142327192,0.556791752712427,5.62601979647104,1.84415191434879e-08,2.24291760038635e-06
"ENSG00000302324",49.9761015568915,3.12638829696843,0.786151563995774,3.97682640364911,6.98411115932001e-05,0.00160059178532041
"ENSG00000289273",30.2132135522743,3.12168098877505,0.538556375407078,5.7963866576001,6.77589416314838e-09,1.01247346555524e-06
"ENSG00000139219",48.0559418956092,3.12114883707707,0.927753658044856,3.36419997917827,0.000767658973650438,0.00968798962451029
"ENSG00000259080",14.3865196226057,3.10711397845847,1.53637063344167,2.02237266895563,0.0431378664050387,0.167311193803821
"ENSG00000112936",189.842701700755,3.10298601281586,0.541081326005749,5.734786738478,9.76351173309514e-09,1.35082575824712e-06
"ENSG00000168542",164.490807410669,3.07213588141282,0.627128287366515,4.89873594175375,9.64551663580941e-07,5.37783826246866e-05
"ENSG00000141448",4.88307867946026,3.05480688013447,1.06098742934354,2.87921119105488,0.0039867126233149,0.0329691803880649
"ENSG00000196565",9.68096036392359,3.05446416294062,0.897789358808869,3.40220579913432,0.000668442813364039,0.00867973878361713
"ENSG00000244482",11.781379238858,3.05369353770333,0.672525279491518,4.54063755047567,5.60843748683726e-06,0.000218236654528731
"ENSG00000184357",14.3095086638533,3.04783215610933,0.705182284182168,4.32204867376105,1.54587073790098e-05,0.000500284330759564
"ENSG00000150337",116.068251583971,3.04028360314276,0.525976849410711,5.78026125398676,7.45847121138557e-09,1.06778883581895e-06
"ENSG00000081041",41.3906241119438,3.03135410288916,0.451454533976565,6.71463873933873,1.88532721029478e-11,7.58452634184586e-09
"ENSG00000157551",10.4283744467221,3.03038609002964,0.688805132997673,4.3994824441006,1.08509354801529e-05,0.00037334356825068
"ENSG00000041982",813.316647741965,3.03032947739984,0.432415503418529,7.0079112646126,2.41902136244663e-12,1.3527588461905e-09
"ENSG00000118271",17.3366283030922,3.01867757746107,0.958047363596332,3.15086465676343,0.0016278790519998,0.0170133530498572
"ENSG00000102010",9.81681954061797,3.01083721349073,0.588033860500802,5.12017660161021,3.05249664674464e-07,2.10606160463656e-05
"ENSG00000288642",5.66471968111682,3.00888253899713,0.867186917639801,3.46970471739394,0.00052103083418111,0.00717075541210624
"ENSG00000025708",183.039404397746,3.00522651204585,0.422115305988537,7.11944454373199,1.08362876145583e-12,8.09594528094531e-10
"ENSG00000284234",5.54718860503012,3.00097035068571,1.28558922351043,2.33431511077174,0.0195792280771826,0.0994130553379122
"ENSG00000228589",13.9139246080113,3.00086406495174,1.74473574722063,1.71995333375391,0.0854409246313586,0.25988074190827
"ENSG00000282988",7.54533616124101,2.99494523274423,0.899154725656629,3.33084523418047,0.000865827258353894,0.010632908487099
"ENSG00000283462",39.4631789473871,2.99371489312225,0.783883590119009,3.8190809590334,0.000133949798718864,0.00261525125570336
"ENSG00000128016",417.815368917831,2.98356999746096,0.372905151108732,8.00088169495681,1.23531433890592e-15,2.69185288733757e-12
"ENSG00000006327",23.8903236521599,2.96770775439967,0.621720149071723,4.77338197713342,1.8115773009352e-06,8.75926551557697e-05
"ENSG00000170421",7.67194783271911,2.96159296369689,0.740893860779311,3.99732420590141,6.40625336027253e-05,0.00150509540986313
"ENSG00000153002",9.39930261775732,2.95979094388197,1.03025903409617,2.87286094654686,0.00406773113979617,0.0334172483740277
"ENSG00000129450",31.7429893038151,2.956611052036,0.507270245165404,5.8284732452067,5.59367625609586e-09,8.75862517488926e-07
"ENSG00000283321",6.30971164422441,2.95608286636782,0.943640386253015,3.13263708233786,0.0017324350698904,0.0178349665050878
"ENSG00000205929",40.65404690382,2.95283597643792,0.51614742491523,5.72091583508895,1.05951375919717e-08,1.42078078406394e-06
"ENSG00000296959",14.5125785096901,2.93929215777143,0.73499586465453,3.99905944933851,6.3594706002098e-05,0.00149679384990897
"ENSG00000115648",40.4975354597254,2.93841766899563,0.736350337723469,3.99051581626235,6.59297521174823e-05,0.00153281805049047
"ENSG00000174837",9.12370576077055,2.93288517903038,0.873630113002089,3.35712464048657,0.000787576003392049,0.00990126343066111
"ENSG00000137462",208.267885326107,2.92911641645412,0.4049570368912,7.23315351905117,4.71905421869557e-13,4.11328495882235e-10
"ENSG00000168079",193.940915460656,2.91339465338849,0.793177668562376,3.6730669166077,0.000239656691642795,0.00403787553464398
"ENSG00000107796",517.526825705712,2.91255843918233,0.393198045644162,7.40735736468576,1.28840936408881e-13,1.34762465846233e-10
"ENSG00000173110",60.5259799419877,2.89702423667285,0.692547884132177,4.18313925007954,2.87511162858318e-05,0.000813946406085661
"ENSG00000133392",1265.86589862873,2.89137235049893,0.499324777007163,5.7905645456433,7.01502331222091e-09,1.03636070390545e-06
"ENSG00000223764",56.5445741696649,2.88761729148155,0.658498081440283,4.38515672690449,1.15902299232937e-05,0.000394113032853326
"ENSG00000126562",15.7397970511477,2.87831971172771,0.781563730852071,3.68277032071297,0.000230713011519594,0.00392767873582413
"ENSG00000118785",2520.24979922489,2.87541343975228,0.574458965031788,5.00542878566299,5.57378170278203e-07,3.46196716736455e-05
"ENSG00000203747",358.016776927831,2.86813270065457,0.472337279957505,6.07221327292355,1.26159225258822e-09,2.64938012903412e-07
"ENSG00000176692",84.9589927642986,2.85934099289198,0.744405148301721,3.84110856757943,0.000122479925018494,0.00243795531064769
"ENSG00000225871",10.34021235906,2.8573176144817,0.742382340125999,3.8488491172847,0.000118674072971387,0.0023815873631073
"ENSG00000147606",32.4873725996174,2.85539003620534,0.770269651250209,3.70700056995731,0.000209728471048414,0.00368313619170247
"ENSG00000106366",82.7295373154627,2.85043758202492,0.619585385275917,4.60055651692874,4.21363672895229e-06,0.000174238339974128
"ENSG00000196787",25.368598749096,2.8327838640391,0.463653253645178,6.10970340824342,9.98164634532153e-10,2.23085530157105e-07
"ENSG00000202198",360.011138908925,2.82973459407364,0.603560452906112,4.68840292707816,2.75345472385697e-06,0.000123077072776301
"ENSG00000188162",44.754023430464,2.81264982890426,0.761318511868004,3.6944456033297,0.000220367061058553,0.0038161445560398
"ENSG00000249751",28.7605194837425,2.80569308046101,0.476303078921122,5.8905625527683,3.8488314636819e-09,6.41038814928778e-07
"ENSG00000143226",170.39148124737,2.80014043117744,0.39763766633858,7.04193960537224,1.89582005073609e-12,1.15287903503949e-09
"ENSG00000235615",11.7410545165659,2.79267868249461,0.681747613501489,4.09635270764098,4.19710318854183e-05,0.0010909547840674
"ENSG00000172296",177.985140326512,2.78842095030684,0.634017706977902,4.39801746799483,1.09244188551788e-05,0.000375377961424533
"ENSG00000173369",508.957997469437,2.78220726319333,0.466460954884974,5.96450192466678,2.45381377203702e-09,4.62335198046759e-07
"ENSG00000288537",4.74937469327468,2.77703848010856,0.966336529719419,2.87377988382049,0.00405591529200575,0.0333562741865623
"ENSG00000108950",175.824734949419,2.77300695818299,0.7484447177586,3.70502575859902,0.000211369251621384,0.00370941078296541
"ENSG00000100336",42.8090285523336,2.77278783488994,0.681171716763616,4.0706150397201,4.68891789226244e-05,0.00119039333946379
"ENSG00000167208",19.5947631216415,2.76363408551181,0.517059298100974,5.34490743259414,9.04632726224418e-08,8.10110998563093e-06
"ENSG00000221420",26.4075069200899,2.73972262482571,1.86764791211393,1.46693742811765,0.142393077678274,0.354410488121949
"ENSG00000231204",28.4518628609861,2.73767379595894,0.683491079895002,4.00542724914493,6.19054851356291e-05,0.00147253373550687
"ENSG00000248769",8.02929515521296,2.73449419912206,0.878582309441792,3.1123938756056,0.00185576722097295,0.0187941351902485
"ENSG00000131042",30.5474458781326,2.72893823986394,0.48668629092864,5.60718123918568,2.05648284128741e-08,2.43325655279749e-06
"ENSG00000266970",8.46702731385359,2.72841036971371,0.709250127066023,3.84689443906117,0.000119624478134298,0.00239881938553202
"ENSG00000072694",28.6862073996141,2.72419604304215,0.553301092687074,4.92353273660143,8.4995650139696e-07,4.87401591119059e-05
"ENSG00000181074",6.79696920895082,2.71280118637273,0.792492327905471,3.42312611851091,0.000619053479332354,0.00820873703400696
"ENSG00000178602",20.8106111371548,2.70958515937623,0.51509808682464,5.26032852515463,1.4379824927215e-07,1.17139576953814e-05
"ENSG00000293691",19.2342470067801,2.69505174684852,0.8057644736988,3.34471403842998,0.000823674472980155,0.0102514344569053
"ENSG00000198542",70.5737465745705,2.68687089198298,0.635994132022614,4.22467874575837,2.39281868600119e-05,0.000706205596165295
"ENSG00000177989",43.4524887914139,2.68645298747122,0.511034205192785,5.2568946660973,1.4650816912976e-07,1.18976463185531e-05
"ENSG00000170458",363.129456220434,2.68504778683094,0.394865228987498,6.79990941141073,1.0468495588477e-11,4.71966708867386e-09
"ENSG00000245662",4.64387670386265,2.67845566972159,0.772253583615022,3.46836288824117,0.000523639661230918,0.00719908175684926
"ENSG00000143382",59.2089463560694,2.66862863740344,0.45192100112929,5.90507772538761,3.52480527523382e-09,5.98507358065515e-07
"ENSG00000096696",852.766000178069,2.66130885859591,0.685206856554961,3.88394954477873,0.000102773243616935,0.00213626196131894
"ENSG00000270022",27.4131217829485,2.65667062177792,0.788290782735253,3.37016578141339,0.000751229736197707,0.00953125005911394
"ENSG00000182718",446.341336819571,2.65162604841729,0.354184767513659,7.48656151147163,7.07014166767929e-14,8.40350611218845e-11
